0, 143246.875
1, 146783.484375
2, 162479.453125
3, 148708.9375
4, 152863.4375
5, 150020.671875
6, 148331.0625
7, 149958.703125
8, 143947.65625
9, 143556.625
10, 140791.578125
11, 148726.546875
12, 149469.859375
13, 138734.375
14, 142202.265625
15, 148780.34375
16, 147900.765625
17, 149807.046875
18, 148461.234375
19, 149107.03125
20, 147813.671875
21, 151327.140625
22, 141619.3125
23, 139558.71875
24, 148452.5
25, 139108.890625
26, 148019.640625
27, 149046.875
28, 141497.28125
29, 149725.4375
30, 148555.984375
31, 137773.75
32, 160615.53125
33, 144023.515625
34, 140885.828125
35, 153413.25
36, 170280.5
37, 143871.6875
38, 147902.046875
39, 145060.46875
40, 144634.75
41, 148848.625
42, 149330.296875
43, 152160.15625
44, 149067.8125
45, 146106.53125
46, 148412.359375
47, 149370.234375
48, 146694.734375
49, 148745.28125
50, 149222.6875
51, 144424.90625
52, 142259.03125
53, 148746.25
54, 149034.15625
55, 149044.421875
56, 148641.90625
57, 137173.4375
58, 145019.625
59, 148097.46875
60, 148991.515625
61, 150914.78125
62, 142877.53125
63, 145523.71875
64, 151978.015625
65, 138675.84375
66, 170280.5
67, 149062.5
68, 144689.421875
69, 139876.34375
70, 137373.453125
71, 143987.78125
72, 146193.0
73, 152053.609375
74, 144335.234375
75, 147966.046875
76, 145412.484375
77, 146887.21875
78, 140464.140625
79, 145133.3125
80, 149614.609375
81, 149664.5
82, 149832.546875
83, 151269.09375
84, 148820.265625
85, 140219.890625
86, 146245.4375
87, 142212.515625
88, 148369.75
89, 140708.03125
90, 138226.515625
91, 160858.828125
92, 148098.84375
93, 134821.0625
94, 148307.78125
95, 149036.078125
96, 147706.9375
97, 147881.578125
98, 139096.65625
99, 147672.03125
100, 140535.6875
101, 138131.78125
102, 147560.03125
103, 144758.75
104, 148994.546875
105, 142934.578125
106, 149903.21875
107, 149816.140625
108, 148912.765625
109, 147617.375
110, 136919.46875
111, 150535.453125
112, 143666.21875
113, 140236.03125
114, 137079.375
115, 170280.5
116, 148174.1875
117, 144194.71875
118, 150130.46875
119, 134643.796875
120, 147994.15625
121, 144180.0
122, 141135.84375
123, 153087.6875
124, 148614.984375
125, 142706.21875
126, 170280.5
127, 145791.5625
128, 139876.28125
129, 146295.9375
130, 146906.203125
131, 149842.796875
132, 144801.859375
133, 148595.25
134, 148575.140625
135, 148768.953125
136, 146519.78125
137, 150077.328125
138, 149522.375
139, 150604.40625
140, 149417.984375
141, 148585.828125
142, 145277.9375
143, 143277.6875
144, 145981.34375
145, 140987.453125
146, 148068.171875
147, 140917.75
148, 139069.84375
149, 148935.15625
